stem,domain,cell,s,g,y,judge
stem_0008,ml,HL,1,0,7.055457137678928,Qwen/Qwen2.5-7B-Instruct
stem_0008,ml,HH,1,1,7.7679668564841515,Qwen/Qwen2.5-7B-Instruct
stem_0009,ml,LL,0,0,5.882493096732633,Qwen/Qwen2.5-7B-Instruct
stem_0009,ml,LH,0,1,7.1771538566443915,Qwen/Qwen2.5-7B-Instruct
stem_0009,ml,HL,1,0,6.964866947879821,Qwen/Qwen2.5-7B-Instruct
stem_0009,ml,HH,1,1,7.869650871446149,Qwen/Qwen2.5-7B-Instruct
stem_0011,ml,LL,0,0,6.889836731159133,Qwen/Qwen2.5-7B-Instruct
stem_0011,ml,LH,0,1,7.61660701813517,Qwen/Qwen2.5-7B-Instruct
stem_0011,ml,HL,1,0,7.281185119683114,Qwen/Qwen2.5-7B-Instruct
stem_0011,ml,HH,1,1,8.349657992861712,Qwen/Qwen2.5-7B-Instruct
stem_0012,ml,LL,0,0,5.457660063182294,Qwen/Qwen2.5-7B-Instruct
stem_0012,ml,LH,0,1,7.069551373567794,Qwen/Qwen2.5-7B-Instruct
stem_0012,ml,HL,1,0,6.981849181376655,Qwen/Qwen2.5-7B-Instruct
stem_0012,ml,HH,1,1,7.477119901828857,Qwen/Qwen2.5-7B-Instruct
stem_0013,ml,LL,0,0,5.405937333156886,Qwen/Qwen2.5-7B-Instruct
stem_0013,ml,LH,0,1,7.09473292200079,Qwen/Qwen2.5-7B-Instruct
stem_0013,ml,HL,1,0,7.1716926012227455,Qwen/Qwen2.5-7B-Instruct
stem_0013,ml,HH,1,1,7.670080482955759,Qwen/Qwen2.5-7B-Instruct
stem_0014,ml,LL,0,0,7.011727271927883,Qwen/Qwen2.5-7B-Instruct
stem_0014,ml,LH,0,1,7.546661253871281,Qwen/Qwen2.5-7B-Instruct
stem_0014,ml,HL,1,0,6.975109737400057,Qwen/Qwen2.5-7B-Instruct
stem_0014,ml,HH,1,1,7.877352862292526,Qwen/Qwen2.5-7B-Instruct
stem_0015,ml,LL,0,0,6.860239277991648,Qwen/Qwen2.5-7B-Instruct
stem_0015,ml,LH,0,1,7.617759865847874,Qwen/Qwen2.5-7B-Instruct
stem_0015,ml,HL,1,0,7.521923017933145,Qwen/Qwen2.5-7B-Instruct
stem_0015,ml,HH,1,1,7.784371476369329,Qwen/Qwen2.5-7B-Instruct
stem_0016,ml,LL,0,0,6.7739212476924315,Qwen/Qwen2.5-7B-Instruct
stem_0016,ml,LH,0,1,7.501144007350029,Qwen/Qwen2.5-7B-Instruct
stem_0016,ml,HL,1,0,7.330903647930167,Qwen/Qwen2.5-7B-Instruct
stem_0016,ml,HH,1,1,7.786414507799529,Qwen/Qwen2.5-7B-Instruct
stem_0017,ml,LL,0,0,4.5328284172301325,Qwen/Qwen2.5-7B-Instruct
stem_0017,ml,LH,0,1,7.112687260823418,Qwen/Qwen2.5-7B-Instruct
stem_0017,ml,HL,1,0,7.465857816532221,Qwen/Qwen2.5-7B-Instruct
stem_0017,ml,HH,1,1,7.877502786573303,Qwen/Qwen2.5-7B-Instruct
stem_0021,ml,LL,0,0,6.917428009962307,Qwen/Qwen2.5-7B-Instruct
stem_0021,ml,LH,0,1,7.524324074551388,Qwen/Qwen2.5-7B-Instruct
stem_0021,ml,HL,1,0,7.435163849283469,Qwen/Qwen2.5-7B-Instruct
stem_0021,ml,HH,1,1,8.017951376629634,Qwen/Qwen2.5-7B-Instruct
stem_0023,ml,LL,0,0,6.247309181536763,Qwen/Qwen2.5-7B-Instruct
stem_0023,ml,LH,0,1,7.6055649237252565,Qwen/Qwen2.5-7B-Instruct
stem_0023,ml,HL,1,0,7.110963771679259,Qwen/Qwen2.5-7B-Instruct
stem_0023,ml,HH,1,1,7.928960292996702,Qwen/Qwen2.5-7B-Instruct
stem_0024,ml,LL,0,0,6.9983122615319395,Qwen/Qwen2.5-7B-Instruct
stem_0024,ml,LH,0,1,8.071112627294513,Qwen/Qwen2.5-7B-Instruct
stem_0024,ml,HL,1,0,7.080694547601754,Qwen/Qwen2.5-7B-Instruct
stem_0024,ml,HH,1,1,7.86888022906513,Qwen/Qwen2.5-7B-Instruct
stem_0025,ml,LL,0,0,5.317495454816691,Qwen/Qwen2.5-7B-Instruct
stem_0025,ml,LH,0,1,7.517078637379135,Qwen/Qwen2.5-7B-Instruct
stem_0025,ml,HL,1,0,7.031833447158763,Qwen/Qwen2.5-7B-Instruct
stem_0025,ml,HH,1,1,7.640295279141493,Qwen/Qwen2.5-7B-Instruct
stem_0026,ml,LL,0,0,5.246106813767872,Qwen/Qwen2.5-7B-Instruct
stem_0026,ml,LH,0,1,7.706515988055684,Qwen/Qwen2.5-7B-Instruct
stem_0026,ml,HL,1,0,7.425348875470284,Qwen/Qwen2.5-7B-Instruct
stem_0026,ml,HH,1,1,7.786202158594886,Qwen/Qwen2.5-7B-Instruct
stem_0027,ml,LL,0,0,4.604631864123352,Qwen/Qwen2.5-7B-Instruct
stem_0027,ml,LH,0,1,7.376314398893398,Qwen/Qwen2.5-7B-Instruct
stem_0027,ml,HL,1,0,7.150990369954086,Qwen/Qwen2.5-7B-Instruct
stem_0027,ml,HH,1,1,7.813921892179797,Qwen/Qwen2.5-7B-Instruct
stem_0028,ml,LL,0,0,6.3318179647474055,Qwen/Qwen2.5-7B-Instruct
stem_0028,ml,LH,0,1,7.96128691404404,Qwen/Qwen2.5-7B-Instruct
stem_0028,ml,HL,1,0,7.111183754433281,Qwen/Qwen2.5-7B-Instruct
stem_0028,ml,HH,1,1,7.719919483363134,Qwen/Qwen2.5-7B-Instruct
stem_0029,ml,LL,0,0,6.7533456985695075,Qwen/Qwen2.5-7B-Instruct
stem_0029,ml,LH,0,1,7.72062688000931,Qwen/Qwen2.5-7B-Instruct
stem_0029,ml,HL,1,0,7.121974384152713,Qwen/Qwen2.5-7B-Instruct
stem_0029,ml,HH,1,1,7.613258459971656,Qwen/Qwen2.5-7B-Instruct
stem_0030,ml,LL,0,0,4.617554948273266,Qwen/Qwen2.5-7B-Instruct
stem_0030,ml,LH,0,1,7.887746819791944,Qwen/Qwen2.5-7B-Instruct
stem_0030,ml,HL,1,0,7.5979829337447455,Qwen/Qwen2.5-7B-Instruct
stem_0030,ml,HH,1,1,8.426566075418533,Qwen/Qwen2.5-7B-Instruct
stem_0033,ml,LL,0,0,5.926116738356278,Qwen/Qwen2.5-7B-Instruct
stem_0033,ml,LH,0,1,7.883527460495064,Qwen/Qwen2.5-7B-Instruct
stem_0033,ml,HL,1,0,7.401996351774415,Qwen/Qwen2.5-7B-Instruct
stem_0033,ml,HH,1,1,8.227120701135172,Qwen/Qwen2.5-7B-Instruct
stem_0035,ml,LL,0,0,7.714575401905737,Qwen/Qwen2.5-7B-Instruct
stem_0035,ml,LH,0,1,7.971164880467812,Qwen/Qwen2.5-7B-Instruct
stem_0035,ml,HL,1,0,7.463427767798865,Qwen/Qwen2.5-7B-Instruct
stem_0035,ml,HH,1,1,7.979400351592116,Qwen/Qwen2.5-7B-Instruct
stem_0037,ml,LL,0,0,7.268683196947606,Qwen/Qwen2.5-7B-Instruct
stem_0037,ml,LH,0,1,7.845265634918851,Qwen/Qwen2.5-7B-Instruct
stem_0037,ml,HL,1,0,7.566138546733993,Qwen/Qwen2.5-7B-Instruct
stem_0037,ml,HH,1,1,7.787676949227086,Qwen/Qwen2.5-7B-Instruct
stem_0038,ml,LL,0,0,7.143264110319789,Qwen/Qwen2.5-7B-Instruct
stem_0038,ml,LH,0,1,7.970129327281742,Qwen/Qwen2.5-7B-Instruct
stem_0038,ml,HL,1,0,7.1629025151182635,Qwen/Qwen2.5-7B-Instruct
stem_0038,ml,HH,1,1,7.656390983041481,Qwen/Qwen2.5-7B-Instruct
stem_0040,ml,LL,0,0,6.773053185344158,Qwen/Qwen2.5-7B-Instruct
stem_0040,ml,LH,0,1,7.375105117091725,Qwen/Qwen2.5-7B-Instruct
stem_0040,ml,HL,1,0,6.913657980283809,Qwen/Qwen2.5-7B-Instruct
stem_0040,ml,HH,1,1,7.220016239240542,Qwen/Qwen2.5-7B-Instruct
stem_0041,ml,LL,0,0,6.311152044400422,Qwen/Qwen2.5-7B-Instruct
stem_0041,ml,LH,0,1,7.855797908160668,Qwen/Qwen2.5-7B-Instruct
stem_0041,ml,HL,1,0,7.5922716898505564,Qwen/Qwen2.5-7B-Instruct
stem_0041,ml,HH,1,1,8.098790791066829,Qwen/Qwen2.5-7B-Instruct
stem_0042,ml,LL,0,0,6.59443665137055,Qwen/Qwen2.5-7B-Instruct
stem_0042,ml,LH,0,1,7.627580869003009,Qwen/Qwen2.5-7B-Instruct
stem_0042,ml,HL,1,0,7.565622425222849,Qwen/Qwen2.5-7B-Instruct
stem_0042,ml,HH,1,1,7.986998988941299,Qwen/Qwen2.5-7B-Instruct
stem_0045,ml,LL,0,0,4.988144938469505,Qwen/Qwen2.5-7B-Instruct
stem_0045,ml,LH,0,1,7.502922876622559,Qwen/Qwen2.5-7B-Instruct
stem_0045,ml,HL,1,0,7.560328794444148,Qwen/Qwen2.5-7B-Instruct
stem_0045,ml,HH,1,1,7.768190116207611,Qwen/Qwen2.5-7B-Instruct
stem_0047,ml,LL,0,0,7.036845942301997,Qwen/Qwen2.5-7B-Instruct
stem_0047,ml,LH,0,1,7.2623312494558245,Qwen/Qwen2.5-7B-Instruct
stem_0047,ml,HL,1,0,7.312120898909235,Qwen/Qwen2.5-7B-Instruct
stem_0047,ml,HH,1,1,8.264977340180028,Qwen/Qwen2.5-7B-Instruct
stem_0048,ml,LL,0,0,5.019045542886794,Qwen/Qwen2.5-7B-Instruct
stem_0048,ml,LH,0,1,8.030953505738212,Qwen/Qwen2.5-7B-Instruct
stem_0048,ml,HL,1,0,6.722242373774877,Qwen/Qwen2.5-7B-Instruct
stem_0048,ml,HH,1,1,7.943762201455437,Qwen/Qwen2.5-7B-Instruct
stem_0050,ml,LL,0,0,7.071088043436324,Qwen/Qwen2.5-7B-Instruct
stem_0050,ml,LH,0,1,7.973109189017719,Qwen/Qwen2.5-7B-Instruct
stem_0050,ml,HL,1,0,7.361660711575073,Qwen/Qwen2.5-7B-Instruct
stem_0050,ml,HH,1,1,7.726951129289085,Qwen/Qwen2.5-7B-Instruct
stem_0051,ml,LL,0,0,5.839081233666754,Qwen/Qwen2.5-7B-Instruct
stem_0051,ml,LH,0,1,7.580271925677861,Qwen/Qwen2.5-7B-Instruct
stem_0051,ml,HL,1,0,7.153259449701437,Qwen/Qwen2.5-7B-Instruct
stem_0051,ml,HH,1,1,7.5584326894126,Qwen/Qwen2.5-7B-Instruct
stem_0052,ml,LL,0,0,6.4364182958752245,Qwen/Qwen2.5-7B-Instruct
stem_0052,ml,LH,0,1,8.797841050443976,Qwen/Qwen2.5-7B-Instruct
stem_0052,ml,HL,1,0,6.951658007662023,Qwen/Qwen2.5-7B-Instruct
stem_0052,ml,HH,1,1,7.733054708492475,Qwen/Qwen2.5-7B-Instruct
stem_0054,ml,LL,0,0,5.496614187295174,Qwen/Qwen2.5-7B-Instruct
stem_0054,ml,LH,0,1,7.491212070920806,Qwen/Qwen2.5-7B-Instruct
stem_0054,ml,HL,1,0,6.81775707545021,Qwen/Qwen2.5-7B-Instruct
stem_0054,ml,HH,1,1,7.940644592598191,Qwen/Qwen2.5-7B-Instruct
stem_0055,ml,LL,0,0,4.7686949665005445,Qwen/Qwen2.5-7B-Instruct
stem_0055,ml,LH,0,1,7.228443355603789,Qwen/Qwen2.5-7B-Instruct
stem_0055,ml,HL,1,0,7.033788463106111,Qwen/Qwen2.5-7B-Instruct
stem_0055,ml,HH,1,1,7.60132710665564,Qwen/Qwen2.5-7B-Instruct
stem_0056,ml,LL,0,0,4.978174610567313,Qwen/Qwen2.5-7B-Instruct
stem_0056,ml,LH,0,1,6.665546333279261,Qwen/Qwen2.5-7B-Instruct
stem_0056,ml,HL,1,0,7.150720616076071,Qwen/Qwen2.5-7B-Instruct
stem_0056,ml,HH,1,1,7.6554752048811165,Qwen/Qwen2.5-7B-Instruct
stem_0057,ml,LL,0,0,6.724333782086492,Qwen/Qwen2.5-7B-Instruct
stem_0057,ml,LH,0,1,7.750578680875704,Qwen/Qwen2.5-7B-Instruct
stem_0057,ml,HL,1,0,6.7422041376509,Qwen/Qwen2.5-7B-Instruct
stem_0057,ml,HH,1,1,8.451727785643891,Qwen/Qwen2.5-7B-Instruct
stem_0058,ml,LL,0,0,7.135270061256454,Qwen/Qwen2.5-7B-Instruct
stem_0058,ml,LH,0,1,7.705505877872223,Qwen/Qwen2.5-7B-Instruct
stem_0058,ml,HL,1,0,7.102003483264655,Qwen/Qwen2.5-7B-Instruct
stem_0058,ml,HH,1,1,7.503555243075701,Qwen/Qwen2.5-7B-Instruct
stem_0059,ml,LL,0,0,5.966118473499292,Qwen/Qwen2.5-7B-Instruct
stem_0059,ml,LH,0,1,7.731274647798062,Qwen/Qwen2.5-7B-Instruct
stem_0059,ml,HL,1,0,7.282632844392495,Qwen/Qwen2.5-7B-Instruct
stem_0059,ml,HH,1,1,7.740792337568454,Qwen/Qwen2.5-7B-Instruct
stem_0063,ml,LL,0,0,6.814593202030093,Qwen/Qwen2.5-7B-Instruct
stem_0063,ml,LH,0,1,7.604048757806002,Qwen/Qwen2.5-7B-Instruct
stem_0063,ml,HL,1,0,6.998251598591689,Qwen/Qwen2.5-7B-Instruct
stem_0063,ml,HH,1,1,7.993729865234138,Qwen/Qwen2.5-7B-Instruct
stem_0064,ml,LL,0,0,6.932941702747512,Qwen/Qwen2.5-7B-Instruct
stem_0064,ml,LH,0,1,7.380555828432306,Qwen/Qwen2.5-7B-Instruct
stem_0064,ml,HL,1,0,7.505754005728748,Qwen/Qwen2.5-7B-Instruct
stem_0064,ml,HH,1,1,7.988123160863929,Qwen/Qwen2.5-7B-Instruct
stem_0066,ml,LL,0,0,6.923343490744095,Qwen/Qwen2.5-7B-Instruct
stem_0066,ml,LH,0,1,7.573055344614188,Qwen/Qwen2.5-7B-Instruct
stem_0066,ml,HL,1,0,6.97069963465959,Qwen/Qwen2.5-7B-Instruct
stem_0066,ml,HH,1,1,8.209667153061885,Qwen/Qwen2.5-7B-Instruct
stem_0068,ml,LL,0,0,5.6556487579905905,Qwen/Qwen2.5-7B-Instruct
stem_0068,ml,LH,0,1,7.704399201279171,Qwen/Qwen2.5-7B-Instruct
stem_0068,ml,HL,1,0,6.582356521500276,Qwen/Qwen2.5-7B-Instruct
stem_0068,ml,HH,1,1,7.408912877980974,Qwen/Qwen2.5-7B-Instruct
stem_0069,ml,LL,0,0,7.681875811107963,Qwen/Qwen2.5-7B-Instruct
stem_0069,ml,LH,0,1,7.874073539682322,Qwen/Qwen2.5-7B-Instruct
stem_0069,ml,HL,1,0,7.655843454561377,Qwen/Qwen2.5-7B-Instruct
stem_0069,ml,HH,1,1,8.314102625355416,Qwen/Qwen2.5-7B-Instruct
stem_0070,ml,LL,0,0,5.94731074944986,Qwen/Qwen2.5-7B-Instruct
stem_0070,ml,LH,0,1,7.332662848010671,Qwen/Qwen2.5-7B-Instruct
stem_0070,ml,HL,1,0,7.0696272871896255,Qwen/Qwen2.5-7B-Instruct
stem_0070,ml,HH,1,1,7.5590874350021355,Qwen/Qwen2.5-7B-Instruct
stem_0071,ml,LL,0,0,6.333306496069913,Qwen/Qwen2.5-7B-Instruct
stem_0071,ml,LH,0,1,7.71876720840432,Qwen/Qwen2.5-7B-Instruct
stem_0071,ml,HL,1,0,7.047847891205529,Qwen/Qwen2.5-7B-Instruct
stem_0071,ml,HH,1,1,7.8514401648573875,Qwen/Qwen2.5-7B-Instruct
stem_0073,ml,LL,0,0,5.256862003182377,Qwen/Qwen2.5-7B-Instruct
stem_0073,ml,LH,0,1,7.5981201863861525,Qwen/Qwen2.5-7B-Instruct
stem_0073,ml,HL,1,0,7.59520390480029,Qwen/Qwen2.5-7B-Instruct
stem_0073,ml,HH,1,1,7.828399486031023,Qwen/Qwen2.5-7B-Instruct
stem_0074,ml,LL,0,0,5.049934183201588,Qwen/Qwen2.5-7B-Instruct
stem_0074,ml,LH,0,1,7.310224218819399,Qwen/Qwen2.5-7B-Instruct
stem_0074,ml,HL,1,0,6.497963583621165,Qwen/Qwen2.5-7B-Instruct
stem_0074,ml,HH,1,1,7.821892614797839,Qwen/Qwen2.5-7B-Instruct
stem_0075,ml,LL,0,0,6.721921498514103,Qwen/Qwen2.5-7B-Instruct
stem_0075,ml,LH,0,1,7.581294675874854,Qwen/Qwen2.5-7B-Instruct
stem_0075,ml,HL,1,0,7.155131663459673,Qwen/Qwen2.5-7B-Instruct
stem_0075,ml,HH,1,1,7.198311424441535,Qwen/Qwen2.5-7B-Instruct
stem_0076,ml,LL,0,0,6.829675024110181,Qwen/Qwen2.5-7B-Instruct
stem_0076,ml,LH,0,1,8.247065691176292,Qwen/Qwen2.5-7B-Instruct
stem_0076,ml,HL,1,0,7.522577170876391,Qwen/Qwen2.5-7B-Instruct
stem_0076,ml,HH,1,1,8.462195689054196,Qwen/Qwen2.5-7B-Instruct
stem_0078,ml,LL,0,0,7.140247255906432,Qwen/Qwen2.5-7B-Instruct
stem_0078,ml,LH,0,1,8.00884797587818,Qwen/Qwen2.5-7B-Instruct
stem_0078,ml,HL,1,0,7.335052946702485,Qwen/Qwen2.5-7B-Instruct
stem_0078,ml,HH,1,1,7.953268878236486,Qwen/Qwen2.5-7B-Instruct
stem_0079,ml,LL,0,0,6.341377682690599,Qwen/Qwen2.5-7B-Instruct
stem_0079,ml,LH,0,1,7.76442726722392,Qwen/Qwen2.5-7B-Instruct
stem_0079,ml,HL,1,0,7.202555952899678,Qwen/Qwen2.5-7B-Instruct
stem_0079,ml,HH,1,1,7.592884108504337,Qwen/Qwen2.5-7B-Instruct
stem_0080,ml,LL,0,0,4.349396354884625,Qwen/Qwen2.5-7B-Instruct
stem_0080,ml,LH,0,1,7.955928018635015,Qwen/Qwen2.5-7B-Instruct
stem_0080,ml,HL,1,0,7.196831281121296,Qwen/Qwen2.5-7B-Instruct
stem_0080,ml,HH,1,1,8.457932540093488,Qwen/Qwen2.5-7B-Instruct
stem_0082,ml,LL,0,0,4.435078465788827,Qwen/Qwen2.5-7B-Instruct
stem_0082,ml,LH,0,1,7.164299030880399,Qwen/Qwen2.5-7B-Instruct
stem_0082,ml,HL,1,0,6.735780146232697,Qwen/Qwen2.5-7B-Instruct
stem_0082,ml,HH,1,1,7.221710083951175,Qwen/Qwen2.5-7B-Instruct
stem_0084,ml,LL,0,0,6.403219271882343,Qwen/Qwen2.5-7B-Instruct
stem_0084,ml,LH,0,1,7.532752954707634,Qwen/Qwen2.5-7B-Instruct
stem_0084,ml,HL,1,0,7.482999991645849,Qwen/Qwen2.5-7B-Instruct
stem_0084,ml,HH,1,1,8.345513759379354,Qwen/Qwen2.5-7B-Instruct
stem_0085,ml,LL,0,0,6.966534512288562,Qwen/Qwen2.5-7B-Instruct
stem_0085,ml,LH,0,1,7.762487308204445,Qwen/Qwen2.5-7B-Instruct
stem_0085,ml,HL,1,0,7.003308879664285,Qwen/Qwen2.5-7B-Instruct
stem_0085,ml,HH,1,1,8.332447410516956,Qwen/Qwen2.5-7B-Instruct
stem_0087,ml,LL,0,0,5.843368859701076,Qwen/Qwen2.5-7B-Instruct
stem_0087,ml,LH,0,1,7.451085111162731,Qwen/Qwen2.5-7B-Instruct
stem_0087,ml,HL,1,0,7.265286047351443,Qwen/Qwen2.5-7B-Instruct
stem_0087,ml,HH,1,1,7.492272406989436,Qwen/Qwen2.5-7B-Instruct
stem_0089,ml,LL,0,0,5.437237321194565,Qwen/Qwen2.5-7B-Instruct
stem_0089,ml,LH,0,1,7.470109399447514,Qwen/Qwen2.5-7B-Instruct
stem_0089,ml,HL,1,0,6.7937972751373294,Qwen/Qwen2.5-7B-Instruct
stem_0089,ml,HH,1,1,7.3492648531631515,Qwen/Qwen2.5-7B-Instruct
stem_0090,ml,LL,0,0,5.741255773798716,Qwen/Qwen2.5-7B-Instruct
stem_0090,ml,LH,0,1,7.449540559560182,Qwen/Qwen2.5-7B-Instruct
stem_0090,ml,HL,1,0,7.20735186578516,Qwen/Qwen2.5-7B-Instruct
stem_0090,ml,HH,1,1,7.924929915733329,Qwen/Qwen2.5-7B-Instruct
stem_0091,ml,LL,0,0,5.984581785011344,Qwen/Qwen2.5-7B-Instruct
stem_0091,ml,LH,0,1,7.278886047030024,Qwen/Qwen2.5-7B-Instruct
stem_0091,ml,HL,1,0,7.129486171098478,Qwen/Qwen2.5-7B-Instruct
stem_0091,ml,HH,1,1,7.534419343378323,Qwen/Qwen2.5-7B-Instruct
stem_0092,econ,LL,0,0,5.342971231336703,Qwen/Qwen2.5-7B-Instruct
stem_0092,econ,LH,0,1,6.97437185430682,Qwen/Qwen2.5-7B-Instruct
stem_0092,econ,HL,1,0,6.704106605363557,Qwen/Qwen2.5-7B-Instruct
stem_0092,econ,HH,1,1,7.4821121234372665,Qwen/Qwen2.5-7B-Instruct
stem_0093,econ,LL,0,0,4.938968883099274,Qwen/Qwen2.5-7B-Instruct
stem_0093,econ,LH,0,1,7.924845459089787,Qwen/Qwen2.5-7B-Instruct
stem_0093,econ,HL,1,0,7.382601999395357,Qwen/Qwen2.5-7B-Instruct
stem_0093,econ,HH,1,1,7.954169695194756,Qwen/Qwen2.5-7B-Instruct
stem_0094,econ,LL,0,0,4.950764265698794,Qwen/Qwen2.5-7B-Instruct
stem_0094,econ,LH,0,1,7.470320617589654,Qwen/Qwen2.5-7B-Instruct
stem_0094,econ,HL,1,0,7.223492251561078,Qwen/Qwen2.5-7B-Instruct
stem_0094,econ,HH,1,1,7.752978960985954,Qwen/Qwen2.5-7B-Instruct
stem_0095,econ,LL,0,0,6.613009137102843,Qwen/Qwen2.5-7B-Instruct
stem_0095,econ,LH,0,1,7.486517164646957,Qwen/Qwen2.5-7B-Instruct
stem_0095,econ,HL,1,0,7.630561903619315,Qwen/Qwen2.5-7B-Instruct
stem_0095,econ,HH,1,1,7.827516879785456,Qwen/Qwen2.5-7B-Instruct
stem_0096,econ,LL,0,0,5.40856259656352,Qwen/Qwen2.5-7B-Instruct
stem_0096,econ,LH,0,1,7.1484111874239575,Qwen/Qwen2.5-7B-Instruct
stem_0096,econ,HL,1,0,7.489617211370974,Qwen/Qwen2.5-7B-Instruct
stem_0096,econ,HH,1,1,7.618154399794343,Qwen/Qwen2.5-7B-Instruct
stem_0097,econ,LL,0,0,5.047911942069696,Qwen/Qwen2.5-7B-Instruct
stem_0097,econ,LH,0,1,7.65000212911685,Qwen/Qwen2.5-7B-Instruct
stem_0097,econ,HL,1,0,6.845426950679945,Qwen/Qwen2.5-7B-Instruct
stem_0097,econ,HH,1,1,7.740373213159213,Qwen/Qwen2.5-7B-Instruct
stem_0098,econ,LL,0,0,5.508683880717605,Qwen/Qwen2.5-7B-Instruct
stem_0098,econ,LH,0,1,7.010801333627091,Qwen/Qwen2.5-7B-Instruct
stem_0098,econ,HL,1,0,7.478042004348461,Qwen/Qwen2.5-7B-Instruct
stem_0098,econ,HH,1,1,7.857802452001992,Qwen/Qwen2.5-7B-Instruct
stem_0100,econ,LL,0,0,6.090991546966356,Qwen/Qwen2.5-7B-Instruct
stem_0100,econ,LH,0,1,7.823841267816641,Qwen/Qwen2.5-7B-Instruct
stem_0100,econ,HL,1,0,7.5431757572300615,Qwen/Qwen2.5-7B-Instruct
stem_0100,econ,HH,1,1,7.878711837224034,Qwen/Qwen2.5-7B-Instruct
stem_0104,econ,LL,0,0,5.998892955315832,Qwen/Qwen2.5-7B-Instruct
stem_0104,econ,LH,0,1,8.047950656553693,Qwen/Qwen2.5-7B-Instruct
stem_0104,econ,HL,1,0,7.496418536957504,Qwen/Qwen2.5-7B-Instruct
stem_0104,econ,HH,1,1,7.655404051036447,Qwen/Qwen2.5-7B-Instruct
stem_0105,econ,LL,0,0,6.1942831708938115,Qwen/Qwen2.5-7B-Instruct
stem_0105,econ,LH,0,1,6.777928223469829,Qwen/Qwen2.5-7B-Instruct
stem_0105,econ,HL,1,0,7.45458800029969,Qwen/Qwen2.5-7B-Instruct
stem_0105,econ,HH,1,1,8.526020610267716,Qwen/Qwen2.5-7B-Instruct
stem_0106,econ,LL,0,0,7.112795663464658,Qwen/Qwen2.5-7B-Instruct
stem_0106,econ,LH,0,1,7.7335357212356435,Qwen/Qwen2.5-7B-Instruct
stem_0106,econ,HL,1,0,7.473312855406087,Qwen/Qwen2.5-7B-Instruct
stem_0106,econ,HH,1,1,7.882698358202791,Qwen/Qwen2.5-7B-Instruct
stem_0108,econ,LL,0,0,4.91979791847998,Qwen/Qwen2.5-7B-Instruct
stem_0108,econ,LH,0,1,7.106735544301811,Qwen/Qwen2.5-7B-Instruct
stem_0108,econ,HL,1,0,7.081893915988417,Qwen/Qwen2.5-7B-Instruct
stem_0108,econ,HH,1,1,7.7828995498786036,Qwen/Qwen2.5-7B-Instruct
stem_0109,econ,LL,0,0,5.3292565557985405,Qwen/Qwen2.5-7B-Instruct
stem_0109,econ,LH,0,1,7.657459844276465,Qwen/Qwen2.5-7B-Instruct
stem_0109,econ,HL,1,0,7.313141543275942,Qwen/Qwen2.5-7B-Instruct
stem_0109,econ,HH,1,1,8.064677512005371,Qwen/Qwen2.5-7B-Instruct
stem_0110,econ,LL,0,0,6.586503929821542,Qwen/Qwen2.5-7B-Instruct
stem_0110,econ,LH,0,1,7.951567341319699,Qwen/Qwen2.5-7B-Instruct
stem_0110,econ,HL,1,0,7.301757071282288,Qwen/Qwen2.5-7B-Instruct
stem_0110,econ,HH,1,1,7.686150602429482,Qwen/Qwen2.5-7B-Instruct
stem_0111,econ,LL,0,0,4.777412814611472,Qwen/Qwen2.5-7B-Instruct
stem_0111,econ,LH,0,1,7.7424269665548024,Qwen/Qwen2.5-7B-Instruct
stem_0111,econ,HL,1,0,7.514503629171824,Qwen/Qwen2.5-7B-Instruct
stem_0111,econ,HH,1,1,8.023973987158021,Qwen/Qwen2.5-7B-Instruct
stem_0112,econ,LL,0,0,6.979452822814136,Qwen/Qwen2.5-7B-Instruct
stem_0112,econ,LH,0,1,7.807365429809273,Qwen/Qwen2.5-7B-Instruct
stem_0112,econ,HL,1,0,7.44249444364759,Qwen/Qwen2.5-7B-Instruct
stem_0112,econ,HH,1,1,7.847365901661747,Qwen/Qwen2.5-7B-Instruct
stem_0113,econ,LL,0,0,6.678972837933044,Qwen/Qwen2.5-7B-Instruct
stem_0113,econ,LH,0,1,7.57088339130359,Qwen/Qwen2.5-7B-Instruct
stem_0113,econ,HL,1,0,7.251638302723026,Qwen/Qwen2.5-7B-Instruct
stem_0113,econ,HH,1,1,8.130273113997305,Qwen/Qwen2.5-7B-Instruct
stem_0114,econ,LL,0,0,7.143988386291965,Qwen/Qwen2.5-7B-Instruct
stem_0114,econ,LH,0,1,7.630815481784633,Qwen/Qwen2.5-7B-Instruct
stem_0114,econ,HL,1,0,7.200992473603845,Qwen/Qwen2.5-7B-Instruct
stem_0114,econ,HH,1,1,8.093048665574061,Qwen/Qwen2.5-7B-Instruct
stem_0115,econ,LL,0,0,5.204015989629743,Qwen/Qwen2.5-7B-Instruct
stem_0115,econ,LH,0,1,6.338544642768516,Qwen/Qwen2.5-7B-Instruct
stem_0115,econ,HL,1,0,6.143956057416864,Qwen/Qwen2.5-7B-Instruct
stem_0115,econ,HH,1,1,7.552861189082129,Qwen/Qwen2.5-7B-Instruct
stem_0117,econ,LL,0,0,6.1904170318349685,Qwen/Qwen2.5-7B-Instruct
stem_0117,econ,LH,0,1,7.549073275910001,Qwen/Qwen2.5-7B-Instruct
stem_0117,econ,HL,1,0,7.432119636434153,Qwen/Qwen2.5-7B-Instruct
